零轴下方MA5筛选结果：
sh.600267, sh.600300, sh.600320, sh.600360, sh.600446, sh.600530, sh.600643, sh.601077, sh.601665, sh.603093, sh.603212, sh.605008, sh.605123, sz.000600, sz.000601, sz.000690, sz.000886, sz.000899, sz.000997, sz.001236, sz.001896, sz.002015, sz.002081, sz.002389, sz.002440, sz.002537, sz.002701, sz.002734, sz.002839, sz.002951, sz.002958, sz.002961, sz.002966


002966	4
002961	4
002958	4
002951	4
002839	1
002734	1
002701	1
002537	4
600267	1
600300	1
600320	2
600360	4
600446	1
600530	4
600643	4
601077	4
601665	4
603093	4
603212	4
605008	4
605123	4
000600	4
000601	4
000690	4
000886	4
000899	1
000997	4
001236	1
001896	1
002015	4
002081	4
002389	1
002440	2
