零轴上方MA52筛选结果：
sh.600110, sh.600111, sh.600203, sh.600206, sh.600255, sh.600392, sh.600421, sh.600425, sh.600581, sh.600658, 
sh.600697, sh.600711, sh.600785, sh.601061, sh.601133, sh.601519, sh.601609, sh.601929, sh.603028, sh.603075, 
sh.603120, sh.603136, sh.603158, sh.603330, sh.603350, sh.603400, sh.603520, sh.603601, sh.603617, sh.603696, 
sh.603725, sh.603773, sh.603800, sh.603811, sh.603887, sh.603900, sh.605020, sh.605169, sh.605188, sz.000010, 
sz.000016, sz.000017, sz.000524, sz.000528, sz.000536, sz.000558, sz.000670, sz.000676, sz.000803, sz.000821, 
sz.000936, sz.000959, sz.001230, sz.001268, sz.001296, sz.001299, sz.001319, sz.001339, sz.001360, sz.001395, 
sz.001696, sz.002009, sz.002052, sz.002125, sz.002148, sz.002159, sz.002172, sz.002173, sz.002175, sz.002186, 
sz.002190, sz.002251, sz.002307, sz.002313, sz.002314, sz.002323, sz.002330, sz.002354, sz.002357, sz.002369, 
sz.002466, sz.002515, sz.002526, sz.002580, sz.002593, sz.002598, sz.002645, sz.002657, sz.002669, sz.002823, 
sz.002830, sz.002842, sz.002864, sz.002881, sz.002981, sz.003011, sz.003017


003017	4
003011	4
002981	4
002881	1
002864	4
002842	1
002830	4
002823	0
002669	4
002657	1
002645	1
002598	4
002593	4
002580	4
002526	4
002515	1
002466	4
002369	11
002357	4
002354	4
002330	4
002323	1
002314	4
002313	4
002307	4
002251	0
002190	11
002186	1
002175	4
002173	0
002172	4
002159	4
002148	4
002125	4
002052	2
002009	4
001696	4
001395	1
001360	4
001339	4
001319	4
001299	4
001296	1
001268	1
001230	4
000959	4
000936	1
000821	1
000803	1
000676	1
000670	4
000558	1
000536	1
000528	4
000524	0
000017	1
000016	4
000010	1
605188	0
605169	2
605020	2
603900	1
603887	4
603811	4
603800	0
603773	0
603725	4
603696	1
603617	4
603601	1
603520	1
603400	4
603330	4
603158	1
603136	4
600110	4
600111	1
600203	4
600206	1
600255	4
600392	1
600421	4
600425	1
600581	4
600658	4
600697	1
600711	1
600785	1
601061	1
601133	4
601519	4
601609	1
601929	1
603028	4
603075	1
603120	4
