零轴上方MA52筛选结果：
sh.600218, sh.600356, sh.600392, sh.600671, sh.600749, sh.600770, sh.600881, sh.603080, sh.603120, sh.603158, 
sh.603183, sh.603400, sh.603660, sh.603725, sh.605020, sh.605169, sz.000010, sz.000066, sz.000501, sz.000536, 

sz.000573, sz.000972, sz.001278, sz.001395, sz.002052, sz.002148, sz.002186, sz.002190, sz.002192, sz.002526, sz.002666, sz.002877


-----------------------------------------------------------------------------------------------------------

600218	4
600356	1
600392	1
600671	1
600749	2
600770	4
600881	1
603080	4
603120	4
603158	2
603183	4
603400	4
603660	4
603725	4
605020	2
605169	2
000010	4
000066	4
000501	4
000536	2
000573	4
000972	41
001278	4
001395	4
002052	2
002148	2
002186	1
002190	1
002192	4
002526	4
002666	4
002877	4
