零轴上方MA52筛选结果：
sh.600103, sh.600330, sh.600400, sh.600503, sh.600673, sh.600776, sh.601058, sh.601588, sh.601869, sh.601908, sh.603068, sh.603087, sh.603098, sh.603200, sh.603222, sh.603336, sh.603380, sh.603595, sh.603612, sh.603626, 
sh.603633, sh.603757, sh.603989, sh.605068, sh.605288, sh.605298, sh.605378, sz.000718, sz.000727, sz.000766, 
sz.000796, sz.000837, sz.002020, sz.002059, sz.002077, sz.002131, sz.002146, sz.002158, sz.002195, sz.002212, 
sz.002239, sz.002269, sz.002272, sz.002281, sz.002384, sz.002484, sz.002547, sz.002555, sz.002617, sz.002642, sz.002706, sz.002975


002975	1
002706	1
002642	1
002617	1
002555	1
002547	1
002484	1
002384	1
002281	1
002272	4
002269	1
002239	1
002212	1
002195	1
002158	0
002146	1
002131	0
002077	1
002059	1
002020	1
000837	1
000796	1
000766	1
000727	1
000718	1
605378	4
605298	0
605288	0
605068	1
603989	1
603757	1
603633	1
603626	1
603612	1
603595	1
603380	1
603336	1
603222	1
603200	1
603098	1
603087	0
603068	1
601908	4
601869	0
601588	4
601058	0
600776	1
600673	0
600503	2
600400	2
600330	2
600103	0
