零轴上方MA52筛选结果：
sh.600026, sh.600509, sh.600547, sh.600651, sh.600751, sh.600929, sh.601016, sh.601069, sh.601116, sh.603181, 
sh.603421, sh.603610, sh.603618, sh.603698, sh.603786, sh.603950, sh.603988, sz.000009, sz.000875, sz.000975, 
sz.001337, sz.002010, sz.002140, sz.002210, sz.002321, sz.002353, sz.002405, sz.002434, sz.002453, sz.002531, sz.002601, sz.002664, sz.002703, sz.002716


002716	1
002703	4
002664	4
002601	4
002531	4
002453	1
002434	4
002405	4
002353	1
002321	1
002210	4
002140	11
002010	4
001337	1
000975	4
000875	4
000009	1
603988	1
603950	0
603786	0
603698	1
603618	1
603610	1
603421	1
603181	11
601116	1
601069	1
601016	4
600929	1
600751	4
600651	4
600547	1
600509	1
600026	0
