零轴上方MA52筛选结果：
sh.600158, sh.600315, sh.600545, sh.600592, sh.600673, sh.600737, sh.601888, sh.603002, sh.603099, sh.603101, sh.603129, sh.603219, sh.603222, sh.603256, sh.603336, sh.603363, sh.603612, sh.603713, sh.603757, sh.603989, sh.605288, sz.000061, sz.000796, sz.000799, sz.002042, sz.002080, sz.002269, sz.002384, sz.002396, sz.002445, sz.002536, sz.002642, sz.002815, sz.002851, sz.002955, sz.002975, sz.002979


002979	4
002975	4
002955	1
002851	0
002815	4
002642	0
002536	4
002445	1
002396	4
002384	0
002269	0
600158	1
600315	1
600545	1
600592	1
600673	0
600737	0
601888	0
603002	4
603099	1
603101	1
603129	1
603219	1
603222	0
603256	1
603336	0
603363	4
603612	0
603713	0
603757	0
603989	0
605288	0
000061	0
000796	1
000799	1
002042	4
002080	0
