零轴上方MA10筛选结果：
sh.600386, sh.600545, sh.600581, sh.600816, sh.603017, sh.603119, sh.603165, sh.603179, sh.603222, sh.603341, sz.000004, sz.002126, sz.002273, sz.002374, sz.002617, sz.002768, sz.002837, sz.002850, sz.002892, sz.002975



-----------------------------------------------------------------------------------------------------------

600386	1
600545	4
600581	4
600816	1
603017	4
603119	1
603165	1
603179	1
603222	4
603341	4
000004	4
002126	1
002273	4
002374	4
002617	2
002768	4
002837	4
002850	1
002892	2
002975	2
