零轴下方双底筛选结果：
sh.600073, sh.600216, sh.600259, sh.600326, sh.600435, sh.600571, sh.600644, sh.600666, sh.600685, sh.600698, 
sh.600855, sh.600860, sh.600866, sh.600967, sh.601086, sh.601162, sh.601890, sh.603123, sh.603212, sh.603466, 
sh.603579, sh.603590, sh.603601, sh.603657, sh.603716, sh.603912, sz.000551, sz.000561, sz.000712, sz.000795, 
sz.000880, sz.002031, sz.002044, sz.002075, sz.002104, sz.002151, sz.002165, sz.002229, sz.002369, sz.002389, 
sz.002506, sz.002537, sz.002639, sz.002640, sz.002651, sz.002688, sz.002721, sz.002730, sz.002734, sz.002777, 
sz.002997, sz.003009, sz.003010, sz.003040


003040	11
003010	4
003009	4
002997	4
002777	4
002734	4
002730	4
002721	4
002688	4
002651	4
002640	11
002639	4
002537	11
002506	4
002389	4
002369	4
002229	4
002165	4
002151	4
002104	11
002075	4
002044	4
002031	1
000880	1
000795	4
000712	4
000561	4
000551	4
603912	1
603657	4
603601	4
600073	4
600216	1
600259	4
600326	4
600435	4
600571	1
600644	4
600666	1
600685	4
600698	1
600855	4
600860	4
600866	4
600967	4
601086	4
601162	4
601890	4
603123	4
603212	4
603466	4
603579	1
603590	4
